text,entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,names
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",10,Professional nurse,106292003,['16939031'],['occupation'],nurses,nurse,1.0,1.0,['SNOMED-CT'],provider_gender_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",11,Registered midwife,309453006,['16939031'],['occupation'],midwives,midwife,1.0,1.0,['SNOMED-CT'],provider_specialty_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",11,Registered midwife,309453006,['16939031'],['occupation'],midwives,midwife,1.0,1.0,['SNOMED-CT'],provider_gender_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",13,Physiotherapist,36682004,['16939031'],['occupation'],physical therapists,physical~therapist,1.0,1.0,['SNOMED-CT'],provider_specialty_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",13,Physiotherapist,36682004,['16939031'],['occupation'],physical therapists,physical~therapist,1.0,1.0,['SNOMED-CT'],provider_gender_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",14,Patient referral,3457005,['28321150'],['procedure'],refers,refer,1.0,1.0,['SNOMED-CT'],provider_specialty_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",14,Patient referral,3457005,['28321150'],['procedure'],refers,refer,1.0,1.0,['SNOMED-CT'],provider_gender_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",15,Source,260753009,['43039974'],['attribute'],source,source,0.99,0.99,['SNOMED-CT'],provider_specialty_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source.",15,Source,260753009,['43039974'],['attribute'],source,source,0.99,0.99,['SNOMED-CT'],provider_gender_source_concept_id
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",0,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",1,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",2,Identified,7882003,['7882689'],['qualifier value'],identified,identified,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",4,Healthcare professional,223366009,['16939031'],['occupation'],healthcare providers,healthcare~provider,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",5,Individual,385435006,['31601201'],['person'],individuals,individual,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",7,Healthcare facility,257622000,['75168589'],['environment'],healthcare,healthcare,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",8,Patient,116154003,['31601201'],['person'],patients,patient,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",9,Physician,309343006,['16939031'],['occupation'],physicians,physician,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",10,Professional nurse,106292003,['16939031'],['occupation'],nurses,nurse,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",11,Registered midwife,309453006,['16939031'],['occupation'],midwives,midwife,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",13,Physiotherapist,36682004,['16939031'],['occupation'],physical therapists,physical~therapist,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",14,Gender,263495000,['2680757'],['observable entity'],gender,gender,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",15,Source,260753009,['43039974'],['attribute'],source,source,0.99,0.99,['SNOMED-CT'],provider_gender_source_value
"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference.",16,Storage,440276004,['28321150'],['procedure'],stored,stored,1.0,1.0,['SNOMED-CT'],provider_gender_source_value
"patient allergy data., the date the allergy was diagnosed.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_start
"patient allergy data., the date the allergy was diagnosed.",2,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.24495422406446682,0.24495422406446682,['SNOMED-CT'],allergies_start
"patient allergy data., the date the allergy was diagnosed.",4,Diagnosis,439401001,['2680757'],['observable entity'],diagnosed,diagnosed,1.0,1.0,['SNOMED-CT'],allergies_start
"patient allergy data., the date the allergy ended, if applicable.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_stop
"patient allergy data., the date the allergy ended, if applicable.",2,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.20224852193612314,0.20224852193612314,['SNOMED-CT'],allergies_stop
"patient allergy data., the date the allergy ended, if applicable.",4,Ended,385656004,['7882689'],['qualifier value'],ended,ended,1.0,1.0,['SNOMED-CT'],allergies_stop
"patient allergy data., the date the allergy ended, if applicable.",5,Not applicable,385432009,['7882689'],['qualifier value'],applicable,applicable,1.0,1.0,['SNOMED-CT'],allergies_stop
"patient allergy data., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_patient
"patient allergy data., foreign key to the patient.",2,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_patient
"patient allergy data., foreign key to the encounter when the allergy was diagnosed.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_encounter
"patient allergy data., foreign key to the encounter when the allergy was diagnosed.",3,Diagnosis,439401001,['2680757'],['observable entity'],diagnosed,diagnosed,1.0,1.0,['SNOMED-CT'],allergies_encounter
"patient allergy data., allergy code from snomed-ct",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_code
"patient allergy data., description of the allergy",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],allergies_description
"patient care plan data, including goals., primary key. unique identifier of the care plan.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_id
"patient care plan data, including goals., primary key. unique identifier of the care plan.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_id
"patient care plan data, including goals., primary key. unique identifier of the care plan.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_id
"patient care plan data, including goals., primary key. unique identifier of the care plan.",5,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],careplans_id
"patient care plan data, including goals., primary key. unique identifier of the care plan.",6,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_id
"patient care plan data, including goals., the date the care plan was initiated.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_start
"patient care plan data, including goals., the date the care plan was initiated.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_start
"patient care plan data, including goals., the date the care plan was initiated.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_start
"patient care plan data, including goals., the date the care plan was initiated.",5,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_start
"patient care plan data, including goals., the date the care plan ended, if applicable.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., the date the care plan ended, if applicable.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., the date the care plan ended, if applicable.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., the date the care plan ended, if applicable.",5,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., the date the care plan ended, if applicable.",6,Ended,385656004,['7882689'],['qualifier value'],ended,ended,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., the date the care plan ended, if applicable.",7,Not applicable,385432009,['7882689'],['qualifier value'],applicable,applicable,1.0,1.0,['SNOMED-CT'],careplans_stop
"patient care plan data, including goals., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_patient
"patient care plan data, including goals., foreign key to the patient.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_patient
"patient care plan data, including goals., foreign key to the patient.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_patient
"patient care plan data, including goals., foreign key to the patient.",4,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_patient
"patient care plan data, including goals., foreign key to the encounter when the care plan was initiated.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_encounter
"patient care plan data, including goals., foreign key to the encounter when the care plan was initiated.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_encounter
"patient care plan data, including goals., foreign key to the encounter when the care plan was initiated.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_encounter
"patient care plan data, including goals., foreign key to the encounter when the care plan was initiated.",4,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_encounter
"patient care plan data, including goals., code from snomed-ct",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_code
"patient care plan data, including goals., code from snomed-ct",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_code
"patient care plan data, including goals., code from snomed-ct",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_code
"patient care plan data, including goals., description of the care plan.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_description
"patient care plan data, including goals., description of the care plan.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_description
"patient care plan data, including goals., description of the care plan.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_description
"patient care plan data, including goals., description of the care plan.",4,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_description
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",4,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",5,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., diagnosis code from snomed-ct that this care plan addresses.",6,Address,397635003,['2680757'],['observable entity'],addresses,address,0.99,0.99,['SNOMED-CT'],careplans_reasoncode
"patient care plan data, including goals., description of the reason code.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],careplans_reasondescription
"patient care plan data, including goals., description of the reason code.",1,Care plan,734163000,['90170645'],['record artifact'],care plan,care~plan,1.0,1.0,['SNOMED-CT'],careplans_reasondescription
"patient care plan data, including goals., description of the reason code.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],careplans_reasondescription
"patient conditions or diagnoses., the date the condition was diagnosed.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition was diagnosed.",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition was diagnosed.",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition was diagnosed.",3,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.3342539250832466,0.3342539250832466,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition was diagnosed.",4,Condition,260905004,['43039974'],['attribute'],condition,condition,1.0,1.0,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition was diagnosed.",5,Diagnosis,439401001,['2680757'],['observable entity'],diagnosed,diagnosed,1.0,1.0,['SNOMED-CT'],conditions_start
"patient conditions or diagnoses., the date the condition resolved, if applicable.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",3,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.24369005143704042,0.24369005143704042,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",4,Condition,260905004,['43039974'],['attribute'],condition,condition,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",5,Resolved,723506003,['7882689'],['qualifier value'],resolved,resolved,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., the date the condition resolved, if applicable.",6,Not applicable,385432009,['7882689'],['qualifier value'],applicable,applicable,1.0,1.0,['SNOMED-CT'],conditions_stop
"patient conditions or diagnoses., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_patient
"patient conditions or diagnoses., foreign key to the patient.",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_patient
"patient conditions or diagnoses., foreign key to the patient.",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_patient
"patient conditions or diagnoses., foreign key to the patient.",3,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_patient
"patient conditions or diagnoses., foreign key to the encounter when the condition was diagnosed.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_encounter
"patient conditions or diagnoses., foreign key to the encounter when the condition was diagnosed.",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_encounter
"patient conditions or diagnoses., foreign key to the encounter when the condition was diagnosed.",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_encounter
"patient conditions or diagnoses., foreign key to the encounter when the condition was diagnosed.",3,Condition,260905004,['43039974'],['attribute'],condition,condition,1.0,1.0,['SNOMED-CT'],conditions_encounter
"patient conditions or diagnoses., foreign key to the encounter when the condition was diagnosed.",4,Diagnosis,439401001,['2680757'],['observable entity'],diagnosed,diagnosed,1.0,1.0,['SNOMED-CT'],conditions_encounter
"patient conditions or diagnoses., diagnosis code from snomed-ct",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_code
"patient conditions or diagnoses., diagnosis code from snomed-ct",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_code
"patient conditions or diagnoses., diagnosis code from snomed-ct",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_code
"patient conditions or diagnoses., diagnosis code from snomed-ct",3,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_code
"patient conditions or diagnoses., description of the condition.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],conditions_description
"patient conditions or diagnoses., description of the condition.",1,Condition,260905004,['43039974'],['attribute'],conditions,condition,1.0,1.0,['SNOMED-CT'],conditions_description
"patient conditions or diagnoses., description of the condition.",2,Diagnosis,439401001,['2680757'],['observable entity'],diagnoses,diagnosis,1.0,1.0,['SNOMED-CT'],conditions_description
"patient conditions or diagnoses., description of the condition.",3,Condition,260905004,['43039974'],['attribute'],condition,condition,1.0,1.0,['SNOMED-CT'],conditions_description
"patient encounter data., primary key. unique identifier of the encounter.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_id
"patient encounter data., primary key. unique identifier of the encounter.",1,Principal,63161005,['7882689'],['qualifier value'],primary,primary,0.20281948741070077,0.20281948741070077,['SNOMED-CT'],encounters_id
"patient encounter data., primary key. unique identifier of the encounter.",2,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],encounters_id
"patient encounter data., the date and time the encounter started.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_start
"patient encounter data., the date and time the encounter started.",2,Date AND time of day (property),118575009,['7882689'],['qualifier value'],date and time,date~and~time,1.0,1.0,['SNOMED-CT'],encounters_start
"patient encounter data., the date and time the encounter started.",4,Started,385652002,['7882689'],['qualifier value'],started,started,1.0,1.0,['SNOMED-CT'],encounters_start
"patient encounter data., the date and time the encounter concluded.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_stop
"patient encounter data., the date and time the encounter concluded.",2,Date AND time of day (property),118575009,['7882689'],['qualifier value'],date and time,date~and~time,1.0,1.0,['SNOMED-CT'],encounters_stop
"patient encounter data., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_patient
"patient encounter data., foreign key to the patient.",1,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_patient
"patient encounter data., foreign key to the organization.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_provider
"patient encounter data., foreign key to the organization.",1,Organization,21139007,['33782986'],['morphologic abnormality'],organization,organization,1.0,1.0,['SNOMED-CT'],encounters_provider
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",1,Class,277046005,['43039974'],['attribute'],class,class,0.5556843452693325,0.5556843452693325,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",2,Ambulatory,255327002,['7882689'],['qualifier value'],ambulatory,ambulatory,1.0,1.0,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",3,Emergency,25876001,['7882689'],['qualifier value'],emergency,emergency,0.7828625447107295,0.7828625447107295,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",4,Inpatient,416800000,['31601201'],['person'],inpatient,inpatient,1.0,1.0,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",5,Health,263775005,['7882689'],['qualifier value'],wellness,wellness,1.0,1.0,['SNOMED-CT'],encounters_encounterclass
"patient encounter data., encounter code from snomed-ct",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_code
"patient encounter data., description of the type of encounter.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_description
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_cost
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",2,Including,55919000,['7882689'],['qualifier value'],including,including,1.0,1.0,['SNOMED-CT'],encounters_cost
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",4,Related,262094002,['67667581'],['finding'],related,related,1.0,1.0,['SNOMED-CT'],encounters_cost
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",5,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunizations,immunization,0.47526387637774814,0.47526387637774814,['SNOMED-CT'],encounters_cost
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",6,Procedure,71388002,['28321150'],['procedure'],procedures,procedure,1.0,1.0,['SNOMED-CT'],encounters_cost
"patient encounter data., the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",7,Services,224930009,['7882689'],['qualifier value'],services,service,1.0,1.0,['SNOMED-CT'],encounters_cost
"patient encounter data., diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_reasoncode
"patient encounter data., diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",1,Diagnosis,439401001,['2680757'],['observable entity'],diagnosis,diagnosis,1.0,1.0,['SNOMED-CT'],encounters_reasoncode
"patient encounter data., diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",2,Specific,69658003,['7882689'],['qualifier value'],specific,specific,1.0,1.0,['SNOMED-CT'],encounters_reasoncode
"patient encounter data., diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",3,Condition,260905004,['43039974'],['attribute'],condition,condition,1.0,1.0,['SNOMED-CT'],encounters_reasoncode
"patient encounter data., description of the reason code.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],encounters_reasondescription
"patient imaging metadata., primary key. unique identifier of the imaging study.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., primary key. unique identifier of the imaging study.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., primary key. unique identifier of the imaging study.",2,Principal,63161005,['7882689'],['qualifier value'],primary,primary,0.4062014752732048,0.4062014752732048,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., primary key. unique identifier of the imaging study.",3,Identifier (property),118522005,['7882689'],['qualifier value'],identifier,identifier,1.0,1.0,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., primary key. unique identifier of the imaging study.",4,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., primary key. unique identifier of the imaging study.",5,Study,224699009,['75168589'],['environment'],study,study,1.0,1.0,['SNOMED-CT'],imaging_studies_id
"patient imaging metadata., the date the imaging study was conducted.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_date
"patient imaging metadata., the date the imaging study was conducted.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_date
"patient imaging metadata., the date the imaging study was conducted.",2,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.99,0.99,['SNOMED-CT'],imaging_studies_date
"patient imaging metadata., the date the imaging study was conducted.",3,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_date
"patient imaging metadata., the date the imaging study was conducted.",4,Study,224699009,['75168589'],['environment'],study,study,1.0,1.0,['SNOMED-CT'],imaging_studies_date
