SOURCE,AttributoNomeCompleto,DescrizioneCompleta,DescrizioneTabella,DescrizioneAttributo,Tabella,Attributo
Mimic,d_labitems-itemid,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;d_items defines table for all items in the icu databases.,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,d_items defines table for all items in the icu databases.,d_labitems,itemid
Mimic,d_labitems-label,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;label describes the concept which is represented by the itemid.,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,label describes the concept which is represented by the itemid.,d_labitems,label
Mimic,d_labitems-fluid,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;fluid describes the substance on which the measurement was made. ,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,fluid describes the substance on which the measurement was made. ,d_labitems,fluid
Mimic,d_labitems-category,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;category provides higher level information as to the type of measurement.,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,category provides higher level information as to the type of measurement.,d_labitems,category
Mimic,d_labitems-loinc_code,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;loinc_code contains the loinc code associated with the given itemid.,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,loinc_code contains the loinc code associated with the given itemid.,d_labitems,loinc_code
Mimic,d_labitems-mimic_id,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.;a unique id for all mimic tables.,d_labitems contains definitions for all itemid associated with lab measurements in the mimic database.,a unique id for all mimic tables.,d_labitems,mimic_id
Mimic,datetimeevents-charttime,"datetimeevents contains all date measurements about a patient in the icu.;charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",datetimeevents contains all date measurements about a patient in the icu.,"charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",datetimeevents,charttime
Mimic,datetimeevents-storetime,datetimeevents contains all date measurements about a patient in the icu.;storetime records the time at which an observation was manually input or manually validated by a member of the clinical staff.,datetimeevents contains all date measurements about a patient in the icu.,storetime records the time at which an observation was manually input or manually validated by a member of the clinical staff.,datetimeevents,storetime
Mimic,datetimeevents-value,datetimeevents contains all date measurements about a patient in the icu.;value contains the value measured for the concept identified by the itemid.,datetimeevents contains all date measurements about a patient in the icu.,value contains the value measured for the concept identified by the itemid.,datetimeevents,value
Mimic,datetimeevents-valuenum,datetimeevents contains all date measurements about a patient in the icu.;valuenum contains the score and valuecontains the score and text describing the meaning of the score.,datetimeevents contains all date measurements about a patient in the icu.,valuenum contains the score and valuecontains the score and text describing the meaning of the score.,datetimeevents,valuenum
Mimic,datetimeevents-valueuom,"datetimeevents contains all date measurements about a patient in the icu.;valueuom is the unit of measurement for the value, if appropriate.",datetimeevents contains all date measurements about a patient in the icu.,"valueuom is the unit of measurement for the value, if appropriate.",datetimeevents,valueuom
Mimic,datetimeevents-warning,datetimeevents contains all date measurements about a patient in the icu.;warning specifies if a warning for the value was raised and if an error occurred during the measurement.,datetimeevents contains all date measurements about a patient in the icu.,warning specifies if a warning for the value was raised and if an error occurred during the measurement.,datetimeevents,warning
Mimic,datetimeevents-error,datetimeevents contains all date measurements about a patient in the icu.;error specifies if a warning for the value was raised and if an error occurred during the measurement.,datetimeevents contains all date measurements about a patient in the icu.,error specifies if a warning for the value was raised and if an error occurred during the measurement.,datetimeevents,error
Mimic,datetimeevents-resultstatus,datetimeevents contains all date measurements about a patient in the icu.;resultstatus specifies the type of measurement. ,datetimeevents contains all date measurements about a patient in the icu.,resultstatus specifies the type of measurement. ,datetimeevents,resultstatus
Mimic,datetimeevents-stopped,datetimeevents contains all date measurements about a patient in the icu.;stopped specifies whether the measurement was stopped.,datetimeevents contains all date measurements about a patient in the icu.,stopped specifies whether the measurement was stopped.,datetimeevents,stopped
Mimic,datetimeevents-mimic_id,datetimeevents contains all date measurements about a patient in the icu.;a unique id for all mimic tables.,datetimeevents contains all date measurements about a patient in the icu.,a unique id for all mimic tables.,datetimeevents,mimic_id
Mimic,diagnoses_icd-seq_num,"diagnoses_icd contains icd diagnoses for patients, most notably icd-9 diagnoses.;seq_num provides the order in which the icd diagnoses relate to the patient.","diagnoses_icd contains icd diagnoses for patients, most notably icd-9 diagnoses.",seq_num provides the order in which the icd diagnoses relate to the patient.,diagnoses_icd,seq_num
Mimic,diagnoses_icd-mimic_id,"diagnoses_icd contains icd diagnoses for patients, most notably icd-9 diagnoses.;a unique id for all mimic tables.","diagnoses_icd contains icd diagnoses for patients, most notably icd-9 diagnoses.",a unique id for all mimic tables.,diagnoses_icd,mimic_id
Mimic,drgcodes-drg_type,drgcodes contains diagnosis related groups (drg) codes for patients.;drg_type provides the type of drg code in the entry.,drgcodes contains diagnosis related groups (drg) codes for patients.,drg_type provides the type of drg code in the entry.,drgcodes,drg_type
Mimic,drgcodes-drg_code,drgcodes contains diagnosis related groups (drg) codes for patients.;drg_code contains a code which represents the diagnosis billed for by the hospital.,drgcodes contains diagnosis related groups (drg) codes for patients.,drg_code contains a code which represents the diagnosis billed for by the hospital.,drgcodes,drg_code
Mimic,drgcodes-description,drgcodes contains diagnosis related groups (drg) codes for patients.;description provides a human understandable summary of the meaning of the given drg code. ,drgcodes contains diagnosis related groups (drg) codes for patients.,description provides a human understandable summary of the meaning of the given drg code. ,drgcodes,description
Mimic,drgcodes-drg_severity,drgcodes contains diagnosis related groups (drg) codes for patients.;drg_severity provides additional granularity to drg codes in the ‘apr’ drg type.,drgcodes contains diagnosis related groups (drg) codes for patients.,drg_severity provides additional granularity to drg codes in the ‘apr’ drg type.,drgcodes,drg_severity
Mimic,drgcodes-drg_mortality,drgcodes contains diagnosis related groups (drg) codes for patients.;drg_mortality provides additional granularity to drg codes in the ‘apr’ drg type.,drgcodes contains diagnosis related groups (drg) codes for patients.,drg_mortality provides additional granularity to drg codes in the ‘apr’ drg type.,drgcodes,drg_mortality
Mimic,drgcodes-mimic_id,drgcodes contains diagnosis related groups (drg) codes for patients.;a unique id for all mimic tables.,drgcodes contains diagnosis related groups (drg) codes for patients.,a unique id for all mimic tables.,drgcodes,mimic_id
Mimic,icustays-icustay_id,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;icustay_id is unique to a patient icu stay.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",icustay_id is unique to a patient icu stay.,icustays,icustay_id
Mimic,icustays-dbsource,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;dbsource contains the original icu database the data was sourced from.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",dbsource contains the original icu database the data was sourced from.,icustays,dbsource
Mimic,icustays-first_careunit,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;first_careunit contains the first icu type in which the patient was cared for.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",first_careunit contains the first icu type in which the patient was cared for.,icustays,first_careunit
Mimic,icustays-last_careunit,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;last_careunit contains the last icu type in which the patient was cared for.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",last_careunit contains the last icu type in which the patient was cared for.,icustays,last_careunit
Mimic,icustays-first_wardid,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;first_wardid contains the first icu unit in which the patient stayed. ","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",first_wardid contains the first icu unit in which the patient stayed. ,icustays,first_wardid
Mimic,icustays-last_wardid,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;last_wardid contains the last icu unit in which the patient stayed. ","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",last_wardid contains the last icu unit in which the patient stayed. ,icustays,last_wardid
Mimic,icustays-intime,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;intime provides the date and time the patient was transferred into the icu.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",intime provides the date and time the patient was transferred into the icu.,icustays,intime
Mimic,icustays-outtime,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;outtimeprovides the date and time the patient was transferred out of the icu.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",outtimeprovides the date and time the patient was transferred out of the icu.,icustays,outtime
Mimic,icustays-los,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;los is the length of stay for the patient for the given icu stay, which may include one or more icu units.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.","los is the length of stay for the patient for the given icu stay, which may include one or more icu units.",icustays,los
Mimic,icustays-mimic_id,"icustays defines each icustay_id in the database, i.e. defines a single icu stay.;a unique id for all mimic tables.","icustays defines each icustay_id in the database, i.e. defines a single icu stay.",a unique id for all mimic tables.,icustays,mimic_id
Mimic,inputevents_cv-itemid,inputevents_cv is input data for patients from carevue icu databases.;itemid is a identifier for a single measurement type in the database.,inputevents_cv is input data for patients from carevue icu databases.,itemid is a identifier for a single measurement type in the database.,inputevents_cv,itemid
Mimic,inputevents_cv-charttime,"inputevents_cv is input data for patients from carevue icu databases.;charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",inputevents_cv is input data for patients from carevue icu databases.,"charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",inputevents_cv,charttime
Mimic,inputevents_cv-amount,inputevents_cv is input data for patients from carevue icu databases.;amount lists the amount of a drug or substance administered to the patient either between the starttime and endtime or at the endtime.,inputevents_cv is input data for patients from carevue icu databases.,amount lists the amount of a drug or substance administered to the patient either between the starttime and endtime or at the endtime.,inputevents_cv,amount
Mimic,inputevents_cv-amountuom,inputevents_cv is input data for patients from carevue icu databases.;amountuomlists the amount of a drug or substance administered to the patient either between the starttime and endtime or at the endtime.,inputevents_cv is input data for patients from carevue icu databases.,amountuomlists the amount of a drug or substance administered to the patient either between the starttime and endtime or at the endtime.,inputevents_cv,amountuom
Mimic,inputevents_cv-rate,"inputevents_cv is input data for patients from carevue icu databases.;rate lists the rate at which the drug or substance was administered to the patient either between the starttime and endtime, or it lists the rate at which the drug is currently administered at the endtime.",inputevents_cv is input data for patients from carevue icu databases.,"rate lists the rate at which the drug or substance was administered to the patient either between the starttime and endtime, or it lists the rate at which the drug is currently administered at the endtime.",inputevents_cv,rate
Mimic,inputevents_cv-rateuom,"inputevents_cv is input data for patients from carevue icu databases.;rateuom lists the rate at which the drug or substance was administered to the patient either between the starttime and endtime, or it lists the rate at which the drug is currently administered at the endtime.",inputevents_cv is input data for patients from carevue icu databases.,"rateuom lists the rate at which the drug or substance was administered to the patient either between the starttime and endtime, or it lists the rate at which the drug is currently administered at the endtime.",inputevents_cv,rateuom
Mimic,inputevents_cv-storetime,inputevents_cv is input data for patients from carevue icu databases.;storetime records the time at which an observation was manually input or manually validated by a member of the clinical staff.,inputevents_cv is input data for patients from carevue icu databases.,storetime records the time at which an observation was manually input or manually validated by a member of the clinical staff.,inputevents_cv,storetime
Mimic,inputevents_cv-orderid,inputevents_cv is input data for patients from carevue icu databases.;orderid links multiple items contained in the same solution together.,inputevents_cv is input data for patients from carevue icu databases.,orderid links multiple items contained in the same solution together.,inputevents_cv,orderid
Mimic,inputevents_cv-linkorderid,inputevents_cv is input data for patients from carevue icu databases.;linkorderid links the same order across multiple instantiations.,inputevents_cv is input data for patients from carevue icu databases.,linkorderid links the same order across multiple instantiations.,inputevents_cv,linkorderid
Mimic,inputevents_cv-stopped,inputevents_cv is input data for patients from carevue icu databases.;stopped indicates whether the infusion has been disconnected or continued.,inputevents_cv is input data for patients from carevue icu databases.,stopped indicates whether the infusion has been disconnected or continued.,inputevents_cv,stopped
Mimic,inputevents_cv-newbottle,inputevents_cv is input data for patients from carevue icu databases.;newbottleindicates if a new preparation of the solution was hung at the bedside.,inputevents_cv is input data for patients from carevue icu databases.,newbottleindicates if a new preparation of the solution was hung at the bedside.,inputevents_cv,newbottle
Mimic,inputevents_cv-originalamount,inputevents_cv is input data for patients from carevue icu databases.;originalamount provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalamount provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalamount
Mimic,inputevents_cv-originalamountuom,inputevents_cv is input data for patients from carevue icu databases.;originalamountuom provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalamountuom provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalamountuom
Mimic,inputevents_cv-originalroute,inputevents_cv is input data for patients from carevue icu databases.;originalroute provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalroute provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalroute
Mimic,inputevents_cv-originalrate,inputevents_cv is input data for patients from carevue icu databases.;originalrate provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalrate provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalrate
Mimic,inputevents_cv-originalrateuom,inputevents_cv is input data for patients from carevue icu databases.;originalrateuom provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalrateuom provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalrateuom
Mimic,inputevents_cv-originalsite,inputevents_cv is input data for patients from carevue icu databases.;originalsite provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv is input data for patients from carevue icu databases.,originalsite provides information about the solution the medication was a part of when it was first entered into the information system.,inputevents_cv,originalsite
Mimic,inputevents_cv-mimic_id,inputevents_cv is input data for patients from carevue icu databases.;a unique id for all mimic tables.,inputevents_cv is input data for patients from carevue icu databases.,a unique id for all mimic tables.,inputevents_cv,mimic_id
Mimic,inputevents_mv-starttime,inputevents_mv is input data for patients from metavision icu databases.;starttime records the start time of an input/output event.,inputevents_mv is input data for patients from metavision icu databases.,starttime records the start time of an input/output event.,inputevents_mv,starttime
Mimic,inputevents_mv-endtime,inputevents_mv is input data for patients from metavision icu databases.;endtime records the end time of an input/output event.,inputevents_mv is input data for patients from metavision icu databases.,endtime records the end time of an input/output event.,inputevents_mv,endtime
Mimic,inputevents_mv-amount,inputevents_mv is input data for patients from metavision icu databases.;amount of the item administered to the patient.,inputevents_mv is input data for patients from metavision icu databases.,amount of the item administered to the patient.,inputevents_mv,amount
Mimic,inputevents_mv-amountuom,inputevents_mv is input data for patients from metavision icu databases.;unit of measurement for the amount.,inputevents_mv is input data for patients from metavision icu databases.,unit of measurement for the amount.,inputevents_mv,amountuom
Mimic,inputevents_mv-rate,inputevents_mv is input data for patients from metavision icu databases.;rate at which the item is being administered to the patient.,inputevents_mv is input data for patients from metavision icu databases.,rate at which the item is being administered to the patient.,inputevents_mv,rate
Mimic,inputevents_mv-rateuom,inputevents_mv is input data for patients from metavision icu databases.;unit of measurement for the rate.,inputevents_mv is input data for patients from metavision icu databases.,unit of measurement for the rate.,inputevents_mv,rateuom
Mimic,inputevents_mv-storetime,inputevents_mv is input data for patients from metavision icu databases.;time when the event was recorded in the system.,inputevents_mv is input data for patients from metavision icu databases.,time when the event was recorded in the system.,inputevents_mv,storetime
Mimic,inputevents_mv-orderid,inputevents_mv is input data for patients from metavision icu databases.;identifier linking items which are grouped in a solution.,inputevents_mv is input data for patients from metavision icu databases.,identifier linking items which are grouped in a solution.,inputevents_mv,orderid
Mimic,inputevents_mv-linkorderid,inputevents_mv is input data for patients from metavision icu databases.;identifier linking orders across multiple administrations. linkorderid is always equal to the first occuring orderid of the series.,inputevents_mv is input data for patients from metavision icu databases.,identifier linking orders across multiple administrations. linkorderid is always equal to the first occuring orderid of the series.,inputevents_mv,linkorderid
Mimic,inputevents_mv-ordercategoryname,inputevents_mv is input data for patients from metavision icu databases.;a group which the item corresponds to.,inputevents_mv is input data for patients from metavision icu databases.,a group which the item corresponds to.,inputevents_mv,ordercategoryname
Mimic,inputevents_mv-secondaryordercategoryname,inputevents_mv is input data for patients from metavision icu databases.;a secondary group for those items with more than one grouping possible.,inputevents_mv is input data for patients from metavision icu databases.,a secondary group for those items with more than one grouping possible.,inputevents_mv,secondaryordercategoryname
Mimic,inputevents_mv-ordercomponenttypedescription,inputevents_mv is input data for patients from metavision icu databases.;the role of the item administered in the order.,inputevents_mv is input data for patients from metavision icu databases.,the role of the item administered in the order.,inputevents_mv,ordercomponenttypedescription
Mimic,inputevents_mv-ordercategorydescription,inputevents_mv is input data for patients from metavision icu databases.;the type of item administered.,inputevents_mv is input data for patients from metavision icu databases.,the type of item administered.,inputevents_mv,ordercategorydescription
Mimic,inputevents_mv-patientweight,"inputevents_mv is input data for patients from metavision icu databases.;for drugs dosed by weight, the value of the weight used in the calculation.",inputevents_mv is input data for patients from metavision icu databases.,"for drugs dosed by weight, the value of the weight used in the calculation.",inputevents_mv,patientweight
Mimic,inputevents_mv-totalamount,inputevents_mv is input data for patients from metavision icu databases.;the total amount in the solution for the given item.,inputevents_mv is input data for patients from metavision icu databases.,the total amount in the solution for the given item.,inputevents_mv,totalamount
Mimic,inputevents_mv-totalamountuom,inputevents_mv is input data for patients from metavision icu databases.;unit of measurement for the total amount in the solution.,inputevents_mv is input data for patients from metavision icu databases.,unit of measurement for the total amount in the solution.,inputevents_mv,totalamountuom
Mimic,inputevents_mv-isopenbag,inputevents_mv is input data for patients from metavision icu databases.;indicates whether the bag containing the solution is open.,inputevents_mv is input data for patients from metavision icu databases.,indicates whether the bag containing the solution is open.,inputevents_mv,isopenbag
Mimic,inputevents_mv-continueinnextdept,inputevents_mv is input data for patients from metavision icu databases.;indicates whether the item will be continued in the next department where the patient is transferred to.,inputevents_mv is input data for patients from metavision icu databases.,indicates whether the item will be continued in the next department where the patient is transferred to.,inputevents_mv,continueinnextdept
Mimic,inputevents_mv-cancelreason,"inputevents_mv is input data for patients from metavision icu databases.;reason for cancellation, if cancelled.",inputevents_mv is input data for patients from metavision icu databases.,"reason for cancellation, if cancelled.",inputevents_mv,cancelreason
Mimic,inputevents_mv-statusdescription,"inputevents_mv is input data for patients from metavision icu databases.;the current status of the order: stopped, rewritten, running or cancelled.",inputevents_mv is input data for patients from metavision icu databases.,"the current status of the order: stopped, rewritten, running or cancelled.",inputevents_mv,statusdescription
Mimic,inputevents_mv-comments_editedby,inputevents_mv is input data for patients from metavision icu databases.;the title of the caregiver who edited the order.,inputevents_mv is input data for patients from metavision icu databases.,the title of the caregiver who edited the order.,inputevents_mv,comments_editedby
Mimic,inputevents_mv-comments_canceledby,inputevents_mv is input data for patients from metavision icu databases.;the title of the caregiver who canceled the order.,inputevents_mv is input data for patients from metavision icu databases.,the title of the caregiver who canceled the order.,inputevents_mv,comments_canceledby
Mimic,inputevents_mv-comments_date,inputevents_mv is input data for patients from metavision icu databases.;time at which the caregiver edited or cancelled the order.,inputevents_mv is input data for patients from metavision icu databases.,time at which the caregiver edited or cancelled the order.,inputevents_mv,comments_date
Mimic,inputevents_mv-originalamount,inputevents_mv is input data for patients from metavision icu databases.;amount of the item which was originally charted.,inputevents_mv is input data for patients from metavision icu databases.,amount of the item which was originally charted.,inputevents_mv,originalamount
Mimic,inputevents_mv-originalrate,inputevents_mv is input data for patients from metavision icu databases.;rate of administration originally chosen for the item.,inputevents_mv is input data for patients from metavision icu databases.,rate of administration originally chosen for the item.,inputevents_mv,originalrate
Mimic,inputevents_mv-mimic_id,inputevents_mv is input data for patients from metavision icu databases.;a unique id for all mimic tables.,inputevents_mv is input data for patients from metavision icu databases.,a unique id for all mimic tables.,inputevents_mv,mimic_id
Mimic,labevents-charttime,"labevents contains all laboratory measurements for a given patient, including out patient data.;charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.","labevents contains all laboratory measurements for a given patient, including out patient data.","charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",labevents,charttime
Mimic,labevents-value,"labevents contains all laboratory measurements for a given patient, including out patient data.;value contains the value measured for the concept identified by the itemid.","labevents contains all laboratory measurements for a given patient, including out patient data.",value contains the value measured for the concept identified by the itemid.,labevents,value
Mimic,labevents-valuenum,"labevents contains all laboratory measurements for a given patient, including out patient data.;valuenum contains the score and valuecontains the score and text describing the meaning of the score.","labevents contains all laboratory measurements for a given patient, including out patient data.",valuenum contains the score and valuecontains the score and text describing the meaning of the score.,labevents,valuenum
Mimic,labevents-valueuom,"labevents contains all laboratory measurements for a given patient, including out patient data.;valueuom is the unit of measurement for the value, if appropriate.","labevents contains all laboratory measurements for a given patient, including out patient data.","valueuom is the unit of measurement for the value, if appropriate.",labevents,valueuom
Mimic,labevents-flag,"labevents contains all laboratory measurements for a given patient, including out patient data.;flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds.","labevents contains all laboratory measurements for a given patient, including out patient data.","flag indicates whether the laboratory value is considered abnormal or not, using pre-defined thresholds.",labevents,flag
Mimic,labevents-mimic_id,"labevents contains all laboratory measurements for a given patient, including out patient data.;a unique id for all mimic tables.","labevents contains all laboratory measurements for a given patient, including out patient data.",a unique id for all mimic tables.,labevents,mimic_id
Mimic,microbiologyevents-charttime,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.","microbiologyevents contains microbiology information, including tests performed and sensitivities.","charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",microbiologyevents,charttime
Mimic,microbiologyevents-chartdate,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;chartdate was included as time information is not always available for microbiology measurements.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",chartdate was included as time information is not always available for microbiology measurements.,microbiologyevents,chartdate
Mimic,microbiologyevents-spec_itemid,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;spec_itemid is the id of specimen which is tested for bacterial growth.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",spec_itemid is the id of specimen which is tested for bacterial growth.,microbiologyevents,spec_itemid
Mimic,microbiologyevents-spec_type_desc,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;spec_type_desc is the description of specimen which is tested for bacterial growth.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",spec_type_desc is the description of specimen which is tested for bacterial growth.,microbiologyevents,spec_type_desc
Mimic,microbiologyevents-org_itemid,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;org_itemid is the id of the organism.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",org_itemid is the id of the organism.,microbiologyevents,org_itemid
Mimic,microbiologyevents-org_name,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;org_name is the name of the organism.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",org_name is the name of the organism.,microbiologyevents,org_name
Mimic,microbiologyevents-isolate_num,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;isolate_num is the number of the isolated colony for testing antibiotics.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",isolate_num is the number of the isolated colony for testing antibiotics.,microbiologyevents,isolate_num
Mimic,microbiologyevents-ab_itemid,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;ab_itemid is the id is listed here, if an antibiotic was tested against the given organism for sensitivity.","microbiologyevents contains microbiology information, including tests performed and sensitivities.","ab_itemid is the id is listed here, if an antibiotic was tested against the given organism for sensitivity.",microbiologyevents,ab_itemid
Mimic,microbiologyevents-ab_name,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;ab_name is the name is listed here, if an antibiotic was tested against the given organism for sensitivity.","microbiologyevents contains microbiology information, including tests performed and sensitivities.","ab_name is the name is listed here, if an antibiotic was tested against the given organism for sensitivity.",microbiologyevents,ab_name
Mimic,microbiologyevents-dilution_text,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;dilution values when testing antibiotic sensitivity.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",dilution values when testing antibiotic sensitivity.,microbiologyevents,dilution_text
Mimic,microbiologyevents-dilution_comparison,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;dilution values when testing antibiotic sensitivity.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",dilution values when testing antibiotic sensitivity.,microbiologyevents,dilution_comparison
Mimic,microbiologyevents-dilution_value,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;dilution values when testing antibiotic sensitivity.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",dilution values when testing antibiotic sensitivity.,microbiologyevents,dilution_value
Mimic,microbiologyevents-interpretation,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;interpretation of the antibiotic sensitivity, and indicates the results of the test.","microbiologyevents contains microbiology information, including tests performed and sensitivities.","interpretation of the antibiotic sensitivity, and indicates the results of the test.",microbiologyevents,interpretation
Mimic,microbiologyevents-mimic_id,"microbiologyevents contains microbiology information, including tests performed and sensitivities.;a unique id for all mimic tables.","microbiologyevents contains microbiology information, including tests performed and sensitivities.",a unique id for all mimic tables.,microbiologyevents,mimic_id
Mimic,noteevents-chartdate,noteevents contains all notes for patients.;chartdate was included as time information is not always available for microbiology measurements.,noteevents contains all notes for patients.,chartdate was included as time information is not always available for microbiology measurements.,noteevents,chartdate
Mimic,noteevents-charttime,noteevents contains all notes for patients.;date and time when the note was charted.,noteevents contains all notes for patients.,date and time when the note was charted.,noteevents,charttime
Mimic,noteevents-category,noteevents contains all notes for patients.;category defines the type of note recorded.,noteevents contains all notes for patients.,category defines the type of note recorded.,noteevents,category
Mimic,noteevents-description,noteevents contains all notes for patients.;description defines the type of note recorded.,noteevents contains all notes for patients.,description defines the type of note recorded.,noteevents,description
Mimic,noteevents-iserror,noteevents contains all notes for patients.;flag to highlight an error with the note.,noteevents contains all notes for patients.,flag to highlight an error with the note.,noteevents,iserror
Mimic,noteevents-text,noteevents contains all notes for patients.;content of the note.,noteevents contains all notes for patients.,content of the note.,noteevents,text
Mimic,noteevents-mimic_id,noteevents contains all notes for patients.;a unique id for all mimic tables.,noteevents contains all notes for patients.,a unique id for all mimic tables.,noteevents,mimic_id
Mimic,outputevents-charttime,"outputevents outputs data for patients.;charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",outputevents outputs data for patients.,"charttime records the time at which an observation was made, and is usually the closest proxy to the time the data was actually measured.",outputevents,charttime
Mimic,outputevents-value,outputevents outputs data for patients.;value contains the value measured for the concept identified by the itemid.,outputevents outputs data for patients.,value contains the value measured for the concept identified by the itemid.,outputevents,value
Mimic,outputevents-valueuom,"outputevents outputs data for patients.;valueuom is the unit of measurement for the value, if appropriate.",outputevents outputs data for patients.,"valueuom is the unit of measurement for the value, if appropriate.",outputevents,valueuom
Mimic,outputevents-iserror,outputevents outputs data for patients.;iserror with 1 indicates that a physician has identified this note as an error.,outputevents outputs data for patients.,iserror with 1 indicates that a physician has identified this note as an error.,outputevents,iserror
Mimic,outputevents-stopped,outputevents outputs data for patients.;stopped indicates whether the infusion has been disconnected or continued.,outputevents outputs data for patients.,stopped indicates whether the infusion has been disconnected or continued.,outputevents,stopped
Mimic,outputevents-newbottle,outputevents outputs data for patients.;newbottleindicates if a new preparation of the solution was hung at the bedside.,outputevents outputs data for patients.,newbottleindicates if a new preparation of the solution was hung at the bedside.,outputevents,newbottle
Mimic,outputevents-mimic_id,outputevents outputs data for patients.;a unique id for all mimic tables.,outputevents outputs data for patients.,a unique id for all mimic tables.,outputevents,mimic_id
Mimic,patients-subject_id,patients contains all charted data for all patients.;subject_id is a unique identifier which specifies an individual patient.,patients contains all charted data for all patients.,subject_id is a unique identifier which specifies an individual patient.,patients,subject_id
Mimic,patients-gender,patients contains all charted data for all patients.;gender is the genotypical sex of the patient.,patients contains all charted data for all patients.,gender is the genotypical sex of the patient.,patients,gender
Mimic,patients-dob,patients contains all charted data for all patients.;dob is the date of birth of the given patient.,patients contains all charted data for all patients.,dob is the date of birth of the given patient.,patients,dob
Mimic,patients-dod,patients contains all charted data for all patients.;dod is the date of death for the given patient.,patients contains all charted data for all patients.,dod is the date of death for the given patient.,patients,dod
